id,text,label
6647,"уже не чем вы уже все сделали чтобы я был зол на ваш сайт, все раскажу на своем канале попрошу bvzальный репост приложу все силы втобы это так просто не осталось у меня больше 100000 подписчиков удачи вам все спасибо да",neutral
6648,Здравствуйте,neutral
6649, Меня зовут имяа,neutral
6650, Чем могу Вам помочь? Поняла Вас,neutral
6651," Уточните, пожалуйста, номер Вашего заказа",neutral
6652," Для того, чтобы я смогла Вам помочь, мне потребуется Ваш номер заказа",neutral
6653," Необходим именно тот номер заказа, к которому нужно изменить кошелек",neutral
6654," Как правило, средства возвращаются на ту платежную систему, с котройбыл оплачен заказ",neutral
6655, Для уточнения информации у меня есть возможность перенаправить Вас в наш финансовый отдел   ,neutral
6656,"Здравствуйте, я бы хотел сменить  кошелек На который выводятся деньги с возврата со споров Как это поможет в смене кошелька? Какого именно? В котором ведется спор? А нельзя ли просто изменить, чтобы он сохранился навсегда И длявсех заказов",neutral
6657,Я не согласен с результатами по заявке на возврат,neutral
6658," Что делать Здравствуйте, меня зовут имя, чем я могу Вам помочь? Спасибо за информацию",neutral
6659, Секундочку,neutral
6660, Уточняю информацию,neutral
6661," Команда приняла решение - Возврат товаров Полный возврат 15983,65 ед (Покупатель оплачивает стоимость доставки возвращения) Секунду",neutral
6662, Для этого Вам нужно предоставить доказательства ремонта,neutral
6663, Я Вас понял,neutral
6664," Команда выдвинула решение что доказательств мало и не считают их вескими , приложите больше информации",neutral
6665," Приложите, пожалуйста фото поломки",neutral
6666, Предоставить документ на ремонт на английском языке,neutral
6667," Простите, документ на английском нужен и Зарядите телефон более чем на 10 минут и показать нам, если товар может работать",neutral
6668, Сейчас уточню,neutral
6669, Секунду,neutral
6670," Если Вы переведете то да, примут",neutral
6671," Переведите, скорее всего для решения именно этого и нехватает  ",neutral
6672,здравствуйте Заказ №:     000000 что мне делать что бы доказать что  я права? хорошо я не согласна та ккак я починила телефон за свой счет уже я просто хочу вернуть стоимость ремонта и все я приложила чек из сервисного центра там в доказательствах есть я еще специально попросила поставить печать сервисного центра администрация просит чек на английском но в сервисе мне врядли дадут такой тогда какие доказательства им нужны? как я приложу фото поломки если телефон уже починили и дефект был в плате телефона которуая внутри а если я переведу документ через переводчик его примут? я загружала видео телефон после ремонта и он уже  работает хорошо спасибо,neutral
6673," Здравствуйте, меня зовут имя, чем я могу Вам помочь? Чтобы я мог Вам помочь, уточните, пожалуйста, номер Вашего заказа",neutral
6674, Большое спасибо,neutral
6675," Я сейчас уточню информацию, подождите, пожалуйста",neutral
6676, Спасибо,neutral
6677," Минутку,пожалуйста",neutral
6678, Спасибо за ожидание,neutral
6679, Вы изменили причину спора 02,neutral
6680,04,neutral
6681,2017г,neutral
6682," Пожалуйста, ожидайте когда подключится команда по спорам и вынесет решение спора",neutral
6683, Минуту,neutral
6684, Спасибо за ожидание,neutral
6685, Команда по спору подключится на восьмой день после изменения причины спора,neutral
6686, Команда по спорам подключится через восемь дней после изменения причины спора,neutral
6687, Вы изменили причину спора 02,neutral
6688,04,neutral
6689,2017г,neutral
6690," Да, Вы совершенно правы",neutral
6691, Большое спасибо за обращение к нам,neutral
6692, Я был рад Вам помочь,neutral
6693," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""+"" в нижнем правом углу чата и выберите ""Exit"", чтобы оценить мою работу",neutral
6694, Удачного Вам дня и хорошего настроения!   ,neutral
6695, Я открыла спор и хочу вернуть деньги раньше 9,neutral
6696,04 ,neutral
6697,; Хорош И? Это долго Я хочу как нибудь побыстрее Ок Значит 8,neutral
6698,04? Понятно 10? До свидания,neutral
6699,"Здравствуйте, меня зовут имя, чем я могу Вам помочь? Чтобы я могла Вам помочь, уточните, пожалуйста, номер Вашего заказа",neutral
6700," Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4-х минут",neutral
6701," Уточните, пожалуйста, номер Вашего заказа",neutral
6702, Спасибо,neutral
6703, Сейчас я уточню информацию по Вашему вопросу,neutral
6704, 28 марта 2017 г,neutral
6705," по Вашему заказу № 000000 был успешно оформлен возврат денежных средств в размере 489,96 ед",neutral
6706," Возврат совершается в срок 3-20 рабочих дней на карту, с которой Вы совершали платеж",neutral
6707, Суббота и воскресенье в расчетные дни не входят,neutral
6708, Крайний срок возврата - 21 апреля 2017 г,neutral
6709," Если Вам не вернутся деньги в данный срок, обратитесь, пожалуйста, к нам повторно",neutral
6710, И мы Вам обязательно поможем,neutral
6711," Ожидайте, пожалуйста, Ваш возврат",neutral
6712," Скажите, пожалуйста, у Вас еще остались вопросы по работе? Большое спасибо за обращение к нам",neutral
6713, Я была рада Вам помочь,neutral
6714," Если я ответила на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",neutral
6715, Удачного Вам дня и хорошего настроения!   ,neutral
6716,Здравствуйте,neutral
6717, Я не получил товар в указанный срок ,neutral
6718, Открыл спор,neutral
6719," Спор закрыли,а деньги не вернули Номер заказа: 000000 Вы уточнили? Вы что издиваетесь!!!! Я же вам отправил!!!!!!!!!!!!!!!!!Номер заказа: 000000 Я ничего не получал Последний приход 24 марта за заказ 000000 хорошо будем ждать",neutral
6720,Иначе я такой вам отзыв напишу,neutral
6721,Товар не соответствует описанию,neutral
6722," Что делать Здравствуйте, меня зовут имя, чем я могу Вам помочь? Сейчас я прочитаю Ваш диалог",neutral
6723, Спасибо за ожидание,neutral
6724," У Вас вопрос по этому заказу 000000, верно? Сейчас я уточню информацию по заказу",neutral
6725, Спасибо за ожидание,neutral
6726, Вы не получили возврат средств по этому заказу? Понял Вас,neutral
6727, Но продавец Вам сегодня написал в заказе,neutral
6728, Вы сейчас в ней находитесь,neutral
6729," Пожалуйста, подождите",neutral
6730, Я сейчас уточню для Вас информацию,neutral
6731," Да, я вижу переписку с продавцом",neutral
6732," Пожалуйста, подождите немного",neutral
6733, Я уточняю информацию,neutral
6734, По Вашему заказу я сейчас отправлю продавцу письмо от bangEpress,neutral
6735, Я могу Вас поставить в копию по отправке уведомления продавцу  ,neutral
6736, Добрый день! имя С,neutral
6737," должна была перевести чат в чат с сайт, но не перевела да Я получил по спору деньги за доплату Гуд-доставки через EMS",neutral
6738, Повторно спор я открыть не могу за испорченный товар и некомплект,neutral
6739, Продавец не отвечает,neutral
6740, Продавец должен мне еще 21 тысячу Мне нужна служба поддержки сайт для решения проблемы Он это пишет уже третий раз,neutral
6741, Я ему сбросил фото товара и квитанцию транспортной компании о весе,neutral
6742, Вес по квитанции составляет 8 кг,neutral
6743, Общий вес груза должен составлять 21 кг Он это пишет уже третий раз,neutral
6744, Я ему сбросил фото товара и квитанцию транспортной компании о весе,neutral
6745, Вес по квитанции составляет 8 кг,neutral
6746," Общий вес груза должен составлять 21 кг Там видите квитанцию его транспортной компании? И чем Вы можете мне помочь? Вы видите мою переписку с продавцом? Почему Продавец хочет, чтобы я с его трансопртной компанией объяснялся, если проблема это не моя, а продавца",neutral
6747, Продавец сам потерял мой заказ,neutral
6748, Нашел его в городе Забойкальск и отправил из этого города другой (второй транспортной) компанией,neutral
6749,  и Как я смогу узнать результат? Спасибо! До свидания,neutral
6750,Я не получил заказ,neutral
6751," Что делать Здравствуйте, меня зовут имя, чем я могу Вам помочь? Опишите, пожалуйста, ситуацию, которая у Вас возникла",neutral
6752, Продолжайте пожалуйста,neutral
6753," Подождите, пожалуйста",neutral
6754, Сейчас я уточню данный вопрос,neutral
6755, Понял Вас,neutral
6756, Сейчас я все проверю,neutral
6757," Подождите, пожалуйста",neutral
6758," Для того, чтобы ответить на Ваш вопрос мне потребуется некоторое время",neutral
6759," Пожалуйста, подождите",neutral
6760," Подождите, пожалуйста",neutral
6761, Вы правильно сделали что открыли спор по заказу,neutral
6762," В данной ситуации, постарайтесь договориться с продавцом о возврате средств и подождите обострения спора",neutral
6763, Это происходит на 8 день после открытия спора автоматически или после истечения срока гарантированной доставки по заказу,neutral
6764, Так же рекомендую Вам обратиться на почтовое отделение и получить у них письменное подтверждение того что посылку с данным трек-номером Вы не получали,neutral
6765, Вы получаете мои сообщения? Получил Ваши скриншоты,neutral
6766," Вы получает мои сообщения? Скажите, пожалуйста, Вы получили ответ на интересующий Вас вопрос? Уточните в таком случае Ваш вопрос",neutral
6767, Уточните пожалуйста Ваш вопрос на который Вы не получили ответ,neutral
6768, У Вас уже открыт спор по данному заказу,neutral
6769," В данной ситуации, постарайтесь договориться с продавцом о возврате средств и подождите обострения спора",neutral
6770, Это происходит на 8 день после открытия спора автоматически или после истечения срока гарантированной доставки по заказу,neutral
6771, Минуту,neutral
6772," Минутку, пожалуйста",neutral
6773, Я сейчас все уточню и вернусь к Вам,neutral
6774," Минутку, пожалуйста",neutral
6775," Я передам запрос во Внутренний отдел, так как Ваш спор до сих пор не обострился",neutral
6776, Они обязательно разберутся в этой ситуации,neutral
6777," Каждая заявка рассматривается индивидуально, по этому я не могу назвать Вам точных сроков, но могу уверить Вас, что мы постараемся сделать все как можно быстрее",neutral
6778," Вы получили ответ, на интересующий Вас вопрос? Большое спасибо за обращение к нам",neutral
6779, Я был рад Вам помочь,neutral
6780," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",neutral
6781, Удачного Вам дня и хорошего настроения!   ,neutral
6782,Заказ №: 000000 спор ,neutral
6783, тре не закрыт с 19,neutral
6784,03,neutral
6785,"2017нет еще жду от вас этот скришот, начало  ответ так и не пришол когда закончиться безобразие с этим треком когда закроеться спор посматрите первый скриншот, и на сегодняшнее число а сегодня уже 28 день посматрите первую картинку сегодня 03",neutral
6786,04,neutral
6787,2017 а спор должен быть закрыт вами еще 19,neutral
6788,03,neutral
6789,"2017 жду!!! Когда?????????? Когда?????????? вы у меня седьмой и все об этом говорят как вы, а дело не движеться????? разберуться число можно узнать?????????? разберуться число можно узнать?????????? хорошо!!!! нет, но досвидание, спасибо",neutral
6790, число не известно,neutral
6791,"Здравствуйте, меня зовут имя, чем я могу Вам помочь? Я сейчас уточню для Вас информацию, уточните, пожалуйста, номер заказа",neutral
6792, Спасибо за уточнение,neutral
6793, Вы сможете ещё раз указать номер заказа? Спасибо,neutral
6794, По техническим причинам я не могу уточнить номер заказа,neutral
6795, Спасибо большое,neutral
6796, Спасибо за уточнение,neutral
6797," Мне потребуется время для уточнения информации, подождите, пожалуйста, немного",neutral
6798, Спасибо большое,neutral
6799," Мне потребуется еще некоторое время, для более полного ответа",neutral
6800, Вам удобно подождать? Спасибо Вам,neutral
6801, Большое спасибо что подождали,neutral
6802, Вы правильно сделали что открыли спор по заказу,neutral
6803, Сейчас ожидается ответ от продавца на спор,neutral
6804," Если продавец не ответит на спор в течение 5 дней, система автоматически вернет Вам оплату",neutral
6805, Спасибо что собщили об этом,neutral
6806, Спасибо за уточнение,neutral
6807, Я проверю Ваш заказ и сразу к Вам вернусь,neutral
6808," Прошу прощения, команда по спорам уже подключилась к Вашему спору",neutral
6809," Сейчас от команды ожидается решение, в течении сегодняшнего дня она вынесет решение",neutral
6810, У нас нет такой возможности,neutral
6811, Будьте уверены что наша команда сделает всё что в наших силах,neutral
6812," Сейчас Вам нужно дождаться решения от команды, подождите немного",neutral
6813," Вы имеете ввиду ""обострить""? Ваш спор уже обострён и сейчас от команды ожидается решение, в течении сегодняшнего дня она вынесет решение",neutral
6814, Может у Вас остались вопросы по работе сайта? Большое спасибо за обращение к нам,neutral
6815, Я был рад Вам помочь,neutral
6816," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""+"" в нижнем правом углу чата и выберите ""Exit"", чтобы оценить мою работу",neutral
6817, Удачного Вам дня и хорошего настроения  ,neutral
6818,"Добрый день продавце меня обманул И прислал не то, что я заказывал я предоставил доказательства в споре прт выборе чата я уже указал номер заказа подалуйста проверьте Простите внимательно прочтите ",neutral
6819," Заказ про чехол в описании товара iPhone 5 чехол продавец меня обманул Прислал для iPhone 6 plед Он не хочет возвращать средства жду я прошу вмешаться Да жду Он мне в чате пишет, что я якобы заказал для iPhone 6 plед Но это ложь И в описании товара iPhone 5 Прошу вмешаться я заказывал для iPhone 5 И наказать такого продавца И? вы можете проверить что он лжет спасибо а как я могу эскалировать спор? спасибо да хорошо спасибл вам большое до свидания",neutral
6820,"Здравствуйте Здравствуйте, меня зовут Иван, чем могу Вам помочь? Подождите, пожалуйста, я проверю информацию для Вас",neutral
6821," Благодарю Вас, что подождали",neutral
6822, Ваш заказ 000000 отправлен 13 февраля 2017 г,neutral
6823," Продавец гарантирует доставку в срок 60 дней, то есть до 14 апреля 2017 г",neutral
6824, Посылка в пути 50 дней,neutral
6825, Я рекомендую Вам открыть спор если Вы не получите Ваш заказ по истечению срока гарантийной доставки,neutral
6826, Я Вас понимаю,neutral
6827," Вы правильно сделали что открыли спор, пожалуйста, дождитесь ответа продавца в споре",neutral
6828, Если продавец не ответит спор закроется на Ваших условиях,neutral
6829, Если продавец не ответит Вам в течении 5 дней спор закроется,neutral
6830," Мне очень жаль, что произошла такая ситуация",neutral
6831, Он будет закрыт автоматически,neutral
6832, Обычно деньги возвращаються быстрее  ,neutral
6833, 000000 заказ шол 3,neutral
6834,02  и ушел в другом направлении продавец на связь невыходит что делать,neutral
6835, Прошло 2 мес Вы не обратили внимание что я открыла спор мои ботинки ушли в красноярск Дак продавец не выходит на связь  я еще 2 месяца буду ждать закроет спор я вам по руски пишу что продавец не выходит на контакт,neutral
6836, Вчера ему ваша служба отправляли уведомления когда осуществяться мои условия Мои условия я хочу незамедлительно получит свои деньги и больше не связываться ссайтом Через пять дней закроет его кто,neutral
6837, И потом еще  20 дней я буду вынужденна ждать возврата денег,neutral
6838,"У нас появился новый онлайн чат Здравствуйте, меня зовут имя, чем я могу Вам помочь? Уточните, пожалуйста, номер Вашего заказа",neutral
6839, Большое спасибо,neutral
6840," Я сейчас уточню информацию, подождите, пожалуйста",neutral
6841," Спасибо, что подождали",neutral
6842, Я проверила информацию по Вашему заказу,neutral
6843, Если продавец не отправит Вам заказ до 10,neutral
6844,04,neutral
6845,"2017, то он будет отменен автоматически, Вам будет оформлен возврат средств, а продавец будет оштрафован по правилам нашей платформы",neutral
6846," Мне очень жаль ,что Вы столкнулись с такой ситуацией",neutral
6847," Спасибо, что обратили наше внимание на его действия",neutral
6848, Полностью разделяю Ваше недовольство данным продавцом,neutral
6849, Вы можете оставить на него жалобу здесь в чате,neutral
6850," Мне жаль, что ситуация сложилась подобным образом",neutral
6851, Я полностью на Вашей стороне,neutral
6852, Я полностью с Вами согласна,neutral
6853," Я сейчас направлю продавцу официальное уведомление от, чтобы он помог в решении данного вопроса",neutral
6854," очень серьезно относится к ненадлежащему поведению продавцов, мы не позвимяем продавцам негативным образом влиять на нашу репутацию",neutral
6855," Чтобы помочь нам в расследовании таких случаев, вы можете заявить о недобросовестном продавце через наш Центр Жалоб",neutral
6856," При подаче жалобы, предоставьте ,пожалуйста, скриншоты переписки с продавцом по данному заказу",neutral
6857, Это нарушение правил со стороны продавца,neutral
6858," Оставьте, пожалуйста, жалобу на данного продавца в Центре жалоб",neutral
6859, Ссылка на Центр жалоб: Я Вас понимаю,neutral
6860," Минуту, пожалуйста",neutral
6861, Я сейчас все уточню и вернусь к Вам,neutral
6862, После подачи жалобы Вы получите ответ от команды по данному вопросу,neutral
6863, Они разъяснят Вам как поступить в данной ситуации,neutral
6864," Также Вы можете продлить время обработки заказа, чтобы он не отменился и Вы успели получить ответ на Вашу жалобу",neutral
6865," По этому вопросу Вам ответит команда, рассматривающая жалобы",neutral
6866," Я со своей стороны отправлю продавцу письмо от, чтобы он отправил Вам заказ",neutral
6867, Я могу прислать Вам копию данного письма,neutral
6868," Хорошо, я пришлю Вам данное письмо на Вашу эл",neutral
6869,почту,neutral
6870, В течение суток я отправлю его продавцу и Вам соответственно,neutral
6871, Рада была Вам помочь,neutral
6872," Скажите, пожалуйста, у Вас еще остались вопросы по работе? Большое спасибо за обращение к нам",neutral
6873, Я была рада Вам помочь,neutral
6874," Если я ответила на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",neutral
6875, Удачного Вам дня и хорошего настроения!   ,neutral
6876,Здравствуйте,neutral
6877,"Продавец отказывается отправлять заказ , оплаченый по низкой цене на рапродаже в честь 7-лет",neutral
6878, Order ID: 000000 Это была самая низкая цена на этот товар,neutral
6879," Продавец искуственно занизил цену, а теперь предлагает замену на более дешёвый товар ",neutral
6880, Или предлагает отменить заказ и причиной Others ,neutral
6881, Но тогда Я потеряю свов скидки и купоны!!!  Продавец применил ложную схему раскурки товара с занижением цены,neutral
6882, Это наррушение правил Какие есть механизмы заставить продавца отгрузить товар? по ЦЕНЕ РАСПРОДЖАИ ,neutral
6883,"  Законно ли требование продавца отменить заказ с причиной Others? Онь говрит что товар недсотупен но на cqnt его магазина товар есть в большом количестве  (скриншот прилагаю)Почему он требует не указывать причину отсутствие товара? Я не хочу отменять заказ, я хочу получить товар Что изменяет подача жалобы? Жалоба может заставить продавца исполнить свои обещания и отгрузить товар, который у него есть в наличии? Если жалоба не может заставить продавца отгрузить товар, то для чего тогда мне тратить на её оформление своё время и нервы? жалоба  может заставить продавца отгрузить товар? Вы имеете механизмы принуждения продавца исполнить заказ? Я могу убедиться, что Вы отправили такоё письмо продавwe? могу убедиться, что Вы отправили такоё письмо продавцу? Я могу видеть это письмо где-то? Пришлите пожалуйста на",neutral
6884,   И ответ продавца тожне пожалуйста Пришлите пожалуйста на,neutral
6885, Хорошо,neutral
6886, в какой срок мне ждать письма? Хорошо,neutral
6887, Это очень забавно,neutral
6888, Я буду ждать Пока нет,neutral
6889, Посмотррим что будет в письме,neutral
6890,"УСКОРЬТЕ!!!|90 ДНЕЙ     |ПРОДАВЕЦ ПИСАЛ 40 ДНЕЙ Здравствуйте, меня зовут имя, чем я могу Вам помочь? Опишите, пожалуйста, ситуацию, которая у Вас возникла",neutral
6891, Мы обязательно решим данный вопрос,neutral
6892, Большое спасибо,neutral
6893," Я сейчас уточню информацию, подождите, пожалуйста",neutral
6894," Подождите, пожалуйста, сейчас я для Вас уточню информацию",neutral
6895," Подождите, пожалуйста",neutral
6896, Спасибо за ожидание,neutral
6897," Вы правильно сделали, что обратились к нам",neutral
6898," Вы уже открыли спор, наши специалисты должны подключиться к нему для помощи в этом вопросе по истечению срока гарантированной доставки",neutral
6899," В Вашем случае это 90 дней со дня отправки, то есть если продавец не примет Ваше решение наша команда подключится автоматически после 24 апреля",neutral
6900, Понимаю Ваше недовольство,neutral
6901," Дело в том, что по условиям Вашего заказа он должен Вам прийти в течение 90 дней после отправки",neutral
6902," Подождите, пожалуйста, сейчас я все проверю",neutral
6903," Подождите, пожалуйста",neutral
6904, Спасибо за ожидание,neutral
6905, Я полностью на Вашей стороне в этом вопросе,neutral
6906, Поэтому сейчас заявку в соответствующий отдел для скорейшего решения этого вопроса,neutral
6907," Ответ Вы получите на электронную почту, указанную при регистрации Вашего аккаунта",neutral
6908, Приношу извинения за неудобства,neutral
6909," Скажите, пожалуйста, у Вас еще остались вопросы по работе?   ",neutral
6910, ПРОДАВЕЦ ПИСАЛ 40 ДНЕЙ ПОЧЕМУ ТАК ДОЛГО РАССМОТРЕНИЕ СПОРА---Заказ №: 000000  Я ЖДУ УЖЕ ПОЧТИ 3 МЕСЯЦА ; Я ЗАКАЗАЛ 21 ЯНВАРЯ!!!! после 24 апреля И БЕЗ ВАС МНЕ ДОЛЖНЫ ВЕРНУТЬ!!! ,neutral
6911,Я не получил заказ,neutral
6912," Что делать Здравствуйте, меня зовут имя, чем я могу Вам помочь? Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4-х минут",neutral
6913," Уточните, пожалуйста, что именно Вас интересует по данному заказу? Продолжайте, пожалуйста",neutral
6914," Уточните, пожалуйста, Ваш вопрос",neutral
6915,Уже просмотрел,neutral
6916," Уточните Ваш вопрос, пожалуйста Продолжайте, пожалуйста",neutral
6917," Сейчас я все проверю, и мы найдем с Вами выход",neutral
6918, Спасибо за уточнение,neutral
6919, Благодарю за уточнение,neutral
6920, Я уточняю для Вас информацию,neutral
6921," Пожалуйста, подождите",neutral
6922, Спасибо за уточнение,neutral
6923, Благодарю Вас,neutral
6924, Спасибо за уточнение,neutral
6925, Спасибо,neutral
6926," Продолжайте, пожалуйста",neutral
6927, Спасибо,neutral
6928," Я еще уточняю информацию по Вашему вопросу, подождите, пожалуйста",neutral
6929," Спасибо, что подождали",neutral
6930," В данной ситуации я рекомендую Вам предоставить в спор текстовый перевод Ваших актов на английский язык, и сделать это bvzально оперативно, пока команда не вынесла новое решение по Вашему спору",neutral
6931," При предоставлении перевода обязательно укажите, что именно Вы переводили, и по какой причине Вы не согласны с условиями команды по спорам",neutral
6932," Уточните, пожалуйста, Вам приходят мои сообщения? Спасибо за уточнение",neutral
6933," Напишите текст на русском, после чего переведите на английский язык",neutral
6934, Именно так,neutral
6935, Это не обязательно,neutral
6936," Необходимо указать на английском языке, что это за документ и перевести основную часть текста",neutral
6937, Приношу свои извинения за неудобства Прошу Вас сделать это до завтрашнего дня,neutral
6938," Мне очень жаль, что ситуация сложилась подобным образом",neutral
6939, Приношу свои извинения за неудобства   ,neutral
6940, Здравствуйте,neutral
6941, Спор п заказу 000000 Я не получил посылку,neutral
6942, На почте сотрудники оформили акт вскрытия и отправили отправителю,neutral
6943,"  Продавец и сайт считают, что посылка у меня",neutral
6944, Посмотрите спор по заказу Предлагают  частичное возмещение Я товар не получил Отправка была из Москвы Там ведь все есть,neutral
6945, В заказе и споре,neutral
6946, У этого продавца из Китая нельзя заказать,neutral
6947, Неактивна кнопка,neutral
6948, Посылка пришла с сильными повреждениями,neutral
6949, Я только расписался за акт,neutral
6950, Посылка ушла обратно,neutral
6951, Уже 3-й день лежит в Львовском отделении Москвы,neutral
6952, В картинках есть трек-код,neutral
6953," С тем же номером, которым отправили из Москвы",neutral
6954," Только страховка была всего на 1000р, но это продавец экономил",neutral
6955, Доставка включена в стоимость,neutral
6956, А тут лента зажевала посылку,neutral
6957, В Москве,neutral
6958, Там акт тоже был,neutral
6959, Но это меня не должно касаться совсем,neutral
6960, Это ответственность продавца а не покупателя,neutral
6961, Жду Заказ был оплачен 15 февраля,neutral
6962, Доставка из России заявлена 5-15 дней,neutral
6963,  Как Вам картинку скинуть? Скриншот товара,neutral
6964, да Как я перевод картинки сделаю? У меня фото только в телефоне Акта И просто вставить в сообщение? А подписи печать и тп? Написать перевод акта ? мля,neutral
6965, вот мне нечем заняться Сколько есть времени? У меня уже 12 часов ночи,neutral
6966, Вставать на работу в 5,neutral
6967,40 только завтра Завтра утром только часов в 7,neutral
6968,"00 по московскому, если успею",neutral
6969," Здравствуйте, меня зовут ИМЯ, чем я могу Вам помочь? Уточните, пожалуйста, номер заказа",neutral
6970, Спасибо,neutral
6971, Уточняю для Вас информацию,neutral
6972," Пожалуйста, подождите",neutral
6973," Благодарю Вас, что подождали",neutral
6974, Ваш заказ 000000 отправлен 22 февраля 2017 г,neutral
6975," Продавец гарантирует доставку в срок 60 дней, то есть до 23 апреля 2017 г",neutral
6976, Посылка в пути 41 дней,neutral
6977,  Вы можете отследить заказ по этой ссылке ,neutral
6978,"   Минутку, пожалуйста",neutral
6979," Уточните, пожалуйста, на каком сайте Вы отследили, что Ваш заказ прибыл в почтовое отделение? По данному отслеживанию видно, что посылка не дошла еще до почтового отделения",neutral
6980," Пожалуйста, подождите",neutral
6981," На данный момент я Вам рекомендую обратится в Ваше почтовое отделение, и уточнить информацию о получении посылки",neutral
6982," Если посылка Вами не будет получена в установленные сроки, рекомендую открыть спор, это поможет защитить Ваши средства",neutral
6983," Скажите, пожалуйста, у Вас еще остались вопросы по работе?   ",neutral
6984,"Здравствуйте, я хотел бы спросить, по статусу заказа написано что прибыло в почтовое отделение",neutral
6985, Но не СМС (как раньше) ничего другого мне не пришло Как мне получить заказ? 000000 Как мне его получить? Если пишет что он доставлен в почтовое отделение? ,neutral
6986,"  Тут Там же написано Это, если не ошибаюсь, переводится как ""Доставлено в почтовое отделение пункта назначения"" Спасибо",neutral
6987, Нет,neutral
6988,Не получается оформить возврат,neutral
6989," Что мне делать Здравствуйте, меня зовут имя, чем я могу Вам помочь? Спасибо, ожидаю",neutral
6990, Спасибо за уточнение,neutral
6991, Понял Вас,neutral
6992, Сейчас я Вам помогу с этим вопросом,neutral
6993," Спасибо, что подождали",neutral
6994," Мне потребуется еще немного времени, чтобы ознакомиться с деталями Вашего заказа",neutral
6995, Вам удобно будет подождать? Спасибо,neutral
6996," При открытии спора рекомендую Вам указать причину "" Продавец отправил заказ на неверный адрес""",neutral
6997," Минуту, пожалуйста",neutral
6998," Спасибо за ожидание, я ознакомился с Вашими скриншотами, я уже отправил заявку во внутренний отдел они в кратчайшие помогут Вам решить эту проблему",neutral
6999, Вас уведомит наш внутренний отдел,neutral
7000," Они обычно присылают уведомление на адрес электронной почты прикрепленный к аккаунту Не беспокойтесь, благополучный исход неизбежен",neutral
