id,Время начала вызова,Время окончания вызова,Время постановки в очередь,Время переключения на оператора,Время окончания разговора с оператором,"Длительность разговора с оператором, сек",Метка
22128,15:08:36,15:14:32,15:09:44,15:09:44,15:14:30,286.0,0
22129,15:10:46,15:14:03,15:11:19,15:11:19,15:14:02,163.0,0
22130,15:10:59,15:13:29,15:12:05,15:12:10,15:13:05,55.0,1
22131,15:11:31,15:12:52,15:12:01,15:12:01,15:12:52,51.0,0
22132,15:12:09,15:15:09,15:13:15,15:13:15,15:14:58,103.0,0
22133,15:12:11,15:13:54,15:13:20,15:13:20,15:13:54,34.0,0
22134,15:12:56,15:17:32,15:14:04,15:14:04,15:17:32,208.0,0
22135,15:14:10,15:14:40,,,,,0
22136,15:14:26,15:18:42,15:15:33,15:15:33,15:17:56,143.0,0
22137,15:14:32,15:22:55,15:15:41,15:15:44,15:22:52,428.0,0
22138,15:14:32,15:19:55,15:15:41,15:15:46,15:19:12,206.0,0
22139,15:14:37,15:17:11,15:15:45,15:15:45,15:17:11,86.0,0
22140,15:17:16,15:21:01,15:18:00,15:18:00,15:19:36,96.0,0
22141,15:18:34,15:29:47,15:19:42,15:19:42,15:29:47,605.0,1
22142,15:19:09,15:24:04,15:20:15,15:20:15,15:23:42,207.0,0
22143,15:19:17,15:22:31,15:19:52,15:19:52,15:22:31,159.0,1
22144,15:20:00,15:21:25,,,,,0
22145,15:20:27,15:21:33,,,,,0
22146,15:20:32,15:29:48,15:21:41,15:21:41,15:29:15,454.0,0
22147,15:20:39,15:24:06,15:21:14,15:21:14,15:23:35,141.0,0
22148,15:22:24,15:26:10,15:23:30,15:23:35,15:25:42,127.0,0
22149,15:24:01,15:25:42,15:24:01,15:24:02,15:25:07,65.0,0
22150,15:22:34,15:25:42,15:23:42,15:23:42,15:25:07,84.0,0
22151,15:22:42,15:23:51,,,,,0
22152,15:22:43,15:26:23,15:23:52,15:23:55,15:26:23,148.0,0
22153,15:22:59,15:23:11,,,,,0
22154,15:23:09,15:25:08,15:24:18,15:24:18,15:25:08,50.0,0
22155,15:23:24,15:24:23,,,,,0
22156,15:23:43,15:26:24,15:24:50,15:24:52,15:26:23,91.0,1
22157,15:23:48,15:24:32,,,,,0
22158,15:24:08,15:24:54,,,,,0
22159,15:24:22,15:27:20,15:24:56,15:25:28,15:27:20,112.0,1
22160,15:24:44,15:25:33,,,,,0
22161,15:24:52,15:35:27,15:26:00,15:26:00,15:34:51,531.0,0
22162,15:25:22,15:29:20,15:26:31,15:26:31,15:28:46,135.0,0
22163,15:25:29,15:31:38,15:26:36,15:26:36,15:31:13,277.0,0
22164,15:25:42,15:34:58,15:26:51,15:26:56,15:34:26,450.0,1
22165,15:25:51,15:27:17,,,,,0
22166,15:25:58,15:45:26,15:27:08,15:27:10,15:45:20,1090.0,0
22167,15:26:17,15:42:27,15:26:49,15:26:49,15:42:27,938.0,0
22168,15:26:19,15:28:34,,,,,0
22169,15:26:38,15:39:43,15:27:44,15:28:47,15:39:43,656.0,1
22170,15:26:38,15:29:42,15:27:47,15:28:56,15:29:42,46.0,0
22171,15:26:43,15:34:48,15:27:48,15:29:23,15:34:16,293.0,1
22172,15:26:58,15:28:01,,,,,0
22173,15:28:45,15:31:48,15:29:17,,,,0
22174,15:29:04,15:32:00,15:29:43,15:29:57,15:31:57,120.0,1
22175,15:29:36,15:35:28,15:30:41,15:31:07,15:34:59,232.0,1
22176,15:29:53,15:30:09,,,,,0
22177,15:30:38,15:30:52,,,,,0
22178,15:31:37,15:42:06,15:32:45,15:32:45,15:41:37,532.0,0
22179,15:32:08,15:35:06,15:33:17,15:33:17,15:35:06,109.0,1
22180,15:32:15,15:40:54,15:33:21,15:34:16,15:40:54,398.0,1
22181,15:33:08,15:37:04,15:34:12,15:34:32,15:36:58,146.0,0
22182,15:33:27,15:33:49,,,,,0
22183,15:33:45,15:34:11,,,,,0
22184,15:34:26,15:35:11,,,,,0
22185,15:34:39,15:35:51,15:35:45,15:35:45,15:35:51,6.0,0
22186,15:34:55,15:39:31,15:35:37,15:35:37,15:39:06,209.0,0
22187,15:35:04,15:41:36,15:36:10,15:36:10,15:40:53,283.0,0
22188,15:35:17,15:41:04,15:36:24,15:36:24,15:40:47,263.0,0
22189,15:36:55,15:42:35,15:38:05,15:39:07,15:42:34,207.0,1
22190,15:37:57,15:42:11,15:39:06,15:39:18,15:42:11,173.0,0
22191,15:38:24,15:38:48,,,,,0
22192,15:38:27,15:41:45,15:39:35,15:40:23,15:41:43,80.0,1
22193,15:39:16,15:45:40,15:40:21,15:41:03,15:45:05,242.0,1
22194,15:39:18,15:46:04,15:40:11,15:40:53,15:46:04,311.0,0
22195,15:39:54,15:42:44,15:41:07,15:41:07,15:42:44,97.0,1
22196,15:40:06,15:46:01,15:41:11,15:41:45,15:45:29,224.0,1
22197,15:40:26,15:42:25,15:40:58,15:40:58,15:42:24,86.0,1
22198,15:40:49,15:43:45,15:41:55,15:42:30,15:43:45,75.0,0
22199,15:41:31,15:45:01,15:42:39,15:42:42,15:44:33,111.0,1
22200,15:41:30,15:44:14,15:42:03,15:42:28,15:44:14,106.0,1
22201,15:43:10,15:50:40,15:44:19,15:44:19,15:50:01,342.0,0
22202,15:44:25,15:45:44,,,,,0
22203,15:44:29,15:49:57,15:45:39,15:45:39,15:49:19,220.0,0
22204,15:45:46,15:51:49,15:46:51,15:46:51,15:51:12,261.0,1
22205,15:45:49,15:50:50,15:46:26,15:46:31,15:50:47,256.0,1
22206,15:45:56,15:49:27,15:47:05,15:47:05,15:49:27,142.0,0
22207,15:46:02,15:48:58,15:47:12,15:47:12,15:48:24,72.0,0
22208,15:47:14,15:55:50,15:48:24,15:48:24,15:55:02,398.0,1
22209,15:47:45,15:53:46,15:48:53,15:48:53,15:53:15,262.0,1
22210,15:48:12,15:53:02,15:49:20,15:49:22,15:52:43,201.0,0
22211,15:48:22,15:53:59,15:49:30,15:49:38,15:53:59,261.0,0
22212,15:48:50,15:52:47,15:49:58,15:50:32,15:52:17,105.0,1
22213,15:49:42,15:51:40,15:50:50,15:50:55,15:51:36,41.0,0
22214,15:50:43,15:52:04,,,,,0
22215,15:50:54,15:57:16,15:52:03,15:52:03,15:56:41,278.0,1
22216,15:50:57,15:53:26,15:52:04,15:52:04,15:53:24,80.0,0
22217,15:51:49,15:52:33,,,,,0
22218,15:52:11,15:53:10,,,,,0
22219,15:52:21,15:55:55,15:53:30,15:53:35,15:55:55,140.0,0
22220,15:53:15,15:57:05,15:54:24,15:54:24,15:56:34,130.0,0
22221,15:53:18,15:57:52,15:54:26,15:54:26,15:57:07,161.0,1
22222,15:55:30,15:56:50,,,,,0
22223,15:55:37,16:02:00,15:56:45,15:56:45,16:01:34,289.0,0
22224,15:55:41,15:57:17,15:56:47,15:56:47,15:57:17,30.0,1
22225,15:55:45,15:57:38,15:56:17,15:56:17,15:57:38,81.0,0
22226,15:56:06,16:02:43,15:56:37,15:56:37,16:02:43,366.0,0
22227,15:56:12,15:58:38,15:56:45,15:56:50,15:58:25,95.0,0
22228,15:56:51,16:03:25,15:57:57,15:57:57,16:02:51,294.0,0
22229,15:57:15,16:00:06,15:58:24,15:58:24,15:59:30,66.0,0
22230,15:57:27,16:04:51,15:58:34,15:58:34,16:04:51,377.0,0
22231,15:57:51,15:59:44,15:58:56,15:59:01,15:59:44,43.0,0
22232,15:59:05,16:03:27,16:00:13,16:00:18,16:02:57,159.0,1
22233,15:59:07,16:02:45,16:00:12,16:00:12,16:02:07,115.0,0
22234,15:59:45,16:06:50,16:00:53,16:00:53,16:06:16,323.0,0
22235,16:00:14,16:01:42,,,,,0
22236,16:00:33,16:03:57,16:01:41,16:01:48,16:03:55,127.0,0
22237,16:01:19,16:09:01,16:02:23,16:02:23,16:09:01,398.0,1
22238,16:01:40,16:05:24,16:02:48,16:02:48,16:05:22,154.0,0
22239,16:01:53,16:06:30,16:03:02,16:03:05,16:06:07,182.0,1
22240,16:02:10,16:02:37,,,,,0
22241,16:02:13,16:05:51,16:03:22,16:03:27,16:05:19,112.0,0
22242,16:02:42,16:03:41,,,,,0
22243,16:03:18,16:09:39,16:03:52,16:03:58,16:08:59,301.0,0
22244,16:03:31,16:09:17,16:04:36,16:04:36,16:09:00,264.0,1
22245,16:04:00,16:09:56,16:05:05,16:05:25,16:09:56,271.0,0
22246,16:04:07,16:11:54,16:04:39,16:05:29,16:11:16,347.0,0
22247,16:04:16,16:11:14,16:05:24,16:06:23,16:10:46,263.0,1
22248,16:04:21,16:04:51,,,,,0
22249,16:04:42,16:10:11,16:05:51,16:06:20,16:10:11,231.0,0
22250,16:04:47,16:06:40,16:05:56,,,,0
22251,16:05:42,16:06:08,,,,,0
22252,16:06:26,16:12:13,16:07:35,16:09:02,16:12:06,184.0,0
22253,16:08:01,16:14:38,16:09:09,16:09:27,16:14:38,311.0,1
22254,16:06:34,16:06:43,,,,,0
22255,16:06:36,16:14:03,16:07:44,16:10:03,16:14:03,240.0,1
22256,16:06:42,16:11:03,16:07:10,16:09:01,16:11:01,120.0,0
22257,16:06:54,16:16:42,16:08:03,16:10:22,16:16:33,371.0,0
22258,16:07:08,16:08:12,,,,,0
22259,16:07:13,16:07:52,,,,,0
22260,16:07:15,16:13:26,16:08:23,16:10:50,16:13:26,156.0,1
22261,16:07:21,16:19:37,16:08:29,16:11:04,16:19:35,511.0,1
22262,16:07:26,16:09:49,16:08:34,,,,0
22263,16:10:03,16:14:59,16:11:11,16:11:30,16:14:38,188.0,1
22264,16:08:09,16:08:25,,,,,0
22265,16:08:22,16:09:26,,,,,0
22266,16:08:32,16:11:45,16:09:11,,,,0
22267,16:09:17,16:11:11,16:10:22,,,,0
22268,16:09:26,16:15:15,16:10:32,16:12:07,16:15:14,187.0,1
22269,16:09:38,16:12:48,16:10:46,,,,0
22270,16:09:54,16:10:38,,,,,0
22271,16:12:05,16:18:35,16:13:15,16:13:33,16:18:34,260.0,1
22272,16:14:02,16:18:35,16:14:02,16:14:43,16:18:34,231.0,1
22273,16:11:02,16:11:44,,,,,0
22274,16:11:58,16:12:50,,,,,0
22275,16:12:37,16:17:13,16:13:14,16:14:12,16:17:12,180.0,1
22276,16:12:59,16:21:00,16:14:08,16:14:11,16:20:19,368.0,0
22277,16:14:00,16:16:18,16:15:09,16:15:15,16:16:18,63.0,1
22278,16:14:05,16:14:37,,,,,0
22279,16:14:07,16:15:19,,,,,0
22280,16:14:22,16:15:19,,,,,0
22281,16:15:11,16:18:34,16:16:20,16:16:28,16:18:01,93.0,0
22282,16:15:46,16:16:30,,,,,0
22283,16:16:03,16:17:03,,,,,0
22284,16:16:26,16:24:38,16:17:35,16:17:35,16:24:36,421.0,0
22285,16:17:04,16:18:20,,,,,0
22286,16:17:32,16:18:45,,,,,0
22287,16:18:14,16:18:46,,,,,0
22288,16:18:21,16:18:45,,,,,0
22289,16:18:50,16:24:04,16:19:54,16:19:54,16:23:36,222.0,0
22290,16:18:55,16:19:29,,,,,0
22291,16:18:54,16:19:57,,,,,0
22292,16:19:14,16:20:35,,,,,0
22293,16:19:20,16:22:18,16:20:28,16:20:28,16:21:54,86.0,0
22294,16:19:48,16:21:27,16:20:20,16:20:25,16:21:23,58.0,0
22295,16:20:04,16:20:53,,,,,0
22296,16:20:11,16:27:10,16:21:19,16:21:19,16:26:49,330.0,0
22297,16:20:23,16:23:13,16:21:29,16:21:32,16:23:13,101.0,0
22298,16:20:36,16:23:18,16:21:45,16:21:50,16:22:53,63.0,1
22299,16:21:17,16:22:39,,,,,0
22300,16:23:20,16:24:14,,,,,0
22301,16:24:33,16:25:09,,,,,0
22302,16:25:01,16:29:55,16:26:08,16:26:08,16:29:09,181.0,0
22303,16:27:53,16:32:16,16:27:53,16:27:53,16:31:50,237.0,1
22304,16:26:18,16:32:16,16:27:27,16:27:27,16:31:50,263.0,1
22305,16:27:06,16:28:41,16:28:14,16:28:14,16:28:41,27.0,0
22306,16:27:16,16:30:21,16:28:25,16:28:28,16:30:19,111.0,0
22307,16:27:38,16:32:18,16:28:44,16:28:44,16:31:43,179.0,1
22308,16:27:40,16:31:35,16:28:13,16:28:13,16:31:06,173.0,0
22309,16:28:04,16:30:21,16:29:13,16:29:13,16:30:21,68.0,0
22310,16:28:17,16:34:14,16:28:48,16:28:55,16:33:33,278.0,1
22311,16:28:25,16:39:31,16:29:34,16:30:23,16:39:11,528.0,1
22312,16:28:38,16:29:39,,,,,0
22313,16:28:48,16:33:36,16:29:57,16:30:36,16:33:33,177.0,1
22314,16:29:19,16:30:33,,,,,0
22315,16:29:34,16:34:27,16:30:40,16:31:16,16:33:54,158.0,1
22316,16:29:35,16:30:31,,,,,0
22317,16:30:09,16:31:01,,,,,0
22318,16:30:13,16:34:29,16:31:25,16:32:05,16:34:26,141.0,1
22319,16:31:01,16:32:08,,,,,0
22320,16:31:59,16:32:35,,,,,0
22321,16:32:50,16:35:55,16:33:15,16:33:15,16:34:35,80.0,1
22322,16:32:55,16:37:09,16:34:04,16:34:07,16:36:26,139.0,0
22323,16:33:08,16:41:48,16:34:12,16:34:12,16:41:48,456.0,1
22324,16:33:42,16:37:45,16:34:46,16:34:46,16:37:45,179.0,1
22325,16:33:43,16:34:20,,,,,0
22326,16:34:04,16:40:16,16:34:49,16:34:49,16:40:12,323.0,1
22327,16:34:03,16:38:16,16:35:07,16:35:07,16:37:50,163.0,0
22328,16:34:34,16:42:13,16:35:15,16:36:31,16:42:13,342.0,1
22329,16:34:44,16:36:04,,,,,0
22330,16:34:49,16:36:48,16:35:55,,,,0
22331,16:36:15,16:39:28,16:37:22,16:37:46,16:39:16,90.0,1
22332,16:36:32,16:37:13,,,,,0
22333,16:38:06,16:47:21,16:39:14,16:39:14,16:46:34,440.0,0
22334,16:38:18,16:42:04,16:39:27,16:39:27,16:41:37,130.0,0
22335,16:38:30,16:39:09,,,,,0
22336,16:38:34,16:39:48,16:39:42,16:39:42,16:39:48,6.0,1
22337,16:38:46,16:39:27,,,,,0
22338,16:39:22,16:42:13,16:40:28,16:40:28,16:41:49,81.0,0
22339,16:39:29,16:44:39,16:40:36,16:40:36,16:44:37,241.0,0
22340,16:39:59,16:40:28,,,,,0
22341,16:40:00,16:44:35,16:41:09,16:41:09,16:43:46,157.0,0
22342,16:40:28,16:41:27,,,,,0
22343,16:40:33,16:44:34,16:41:39,16:41:39,16:44:05,146.0,1
22344,16:40:38,16:42:11,16:41:13,16:41:51,16:42:11,20.0,1
22345,16:41:08,16:41:39,,,,,0
22346,16:41:22,16:48:15,16:41:51,16:42:43,16:47:37,294.0,1
22347,16:41:44,16:48:48,16:42:10,16:42:10,16:48:46,396.0,0
22348,16:41:50,16:42:19,,,,,0
22349,16:42:25,16:43:04,,,,,0
22350,16:42:42,16:43:51,,,,,0
22351,16:42:58,16:46:35,16:43:37,16:43:40,16:46:35,175.0,0
22352,16:43:51,16:46:30,16:44:59,16:44:59,16:46:30,91.0,1
22353,16:44:08,16:46:32,16:45:16,16:45:16,16:46:19,63.0,1
22354,16:44:46,16:50:00,16:45:55,16:45:55,16:49:58,243.0,1
22355,16:45:01,16:48:41,16:46:09,16:46:19,16:47:58,99.0,0
22356,16:46:04,16:46:47,,,,,0
22357,16:46:04,16:46:39,,,,,0
22358,16:46:45,16:52:30,16:47:54,16:47:54,16:52:29,275.0,0
22359,16:47:42,16:48:38,,,,,0
22360,16:47:55,16:50:22,16:49:04,16:49:07,16:50:01,54.0,0
22361,16:48:21,16:54:23,16:49:32,16:49:32,16:53:59,267.0,0
22362,16:48:40,16:56:34,16:49:49,16:49:49,16:56:34,405.0,0
22363,16:48:42,16:52:46,16:49:14,16:49:14,16:52:30,196.0,1
22364,16:49:14,16:49:16,,,,,0
22365,16:49:26,16:55:29,16:50:34,16:50:34,16:54:48,254.0,0
22366,16:51:15,16:55:36,16:52:23,16:52:26,16:55:36,190.0,0
22367,16:51:29,16:54:44,16:52:37,16:52:37,16:54:43,126.0,0
22368,16:51:37,16:52:11,,,,,0
22369,16:52:50,16:57:16,16:53:59,16:53:59,16:56:22,143.0,0
22370,16:52:53,16:53:22,,,,,0
22371,16:53:32,16:57:44,16:54:40,16:54:46,16:57:02,136.0,1
22372,16:53:40,16:56:11,16:54:12,16:54:12,16:56:08,116.0,0
22373,16:54:56,16:58:40,16:56:05,16:56:09,16:58:40,151.0,0
22374,16:55:07,16:58:09,16:55:39,16:55:39,16:57:46,127.0,1
22375,16:55:42,16:58:57,16:56:26,16:56:29,16:58:56,147.0,0
22376,16:57:35,17:03:11,16:58:42,16:58:42,17:02:30,228.0,1
22377,16:58:17,17:04:54,16:59:25,16:59:25,17:04:54,329.0,0
22378,16:58:23,17:01:05,16:58:49,16:58:54,17:00:29,95.0,0
22379,16:58:33,17:02:23,16:59:40,16:59:40,17:01:58,138.0,1
22380,16:58:57,16:58:57,,,,,0
22381,16:59:04,17:01:35,17:00:12,17:00:12,17:01:33,81.0,0
22382,16:59:30,17:02:22,17:00:39,17:00:42,17:02:22,100.0,0
22383,17:00:01,17:05:04,17:00:44,17:00:49,17:05:04,255.0,0
22384,17:00:11,17:05:08,17:01:16,17:01:35,17:04:35,180.0,0
22385,17:00:29,17:01:34,,,,,0
22386,17:01:18,17:02:47,,,,,0
22387,17:01:21,17:04:54,17:02:30,17:02:30,17:04:54,144.0,0
22388,17:02:17,17:06:56,17:02:57,17:02:57,17:06:56,239.0,1
22389,17:02:23,17:32:18,17:03:32,17:03:35,17:31:32,1677.0,1
22390,17:02:24,17:03:03,,,,,0
22391,17:02:50,17:03:28,,,,,0
22392,17:03:09,17:07:03,17:04:16,17:04:16,17:06:37,141.0,0
22393,17:03:11,17:04:34,,,,,0
22394,17:05:00,17:05:57,17:05:28,17:05:28,17:05:57,29.0,0
22395,17:05:11,17:09:10,17:06:17,17:06:17,17:08:28,131.0,0
22396,17:05:12,17:09:31,17:06:16,17:06:16,17:09:31,195.0,0
22397,17:06:12,17:06:57,,,,,0
22398,17:06:30,17:08:40,17:07:10,17:07:15,17:08:09,54.0,1
22399,17:06:54,17:13:06,17:07:54,17:07:54,17:13:00,306.0,0
22400,17:07:04,17:12:07,17:07:36,17:07:36,17:12:07,271.0,0
22401,17:08:09,17:09:06,,,,,0
22402,17:08:37,17:10:45,17:09:44,17:09:44,17:10:41,57.0,0
22403,17:09:17,17:12:07,17:10:09,17:10:14,17:12:04,110.0,0
22404,17:09:30,17:14:29,17:10:37,17:10:37,17:13:59,202.0,0
22405,17:10:31,17:14:41,17:11:07,17:11:07,17:14:01,174.0,0
22406,17:11:18,17:13:55,17:12:26,17:12:26,17:13:55,89.0,0
22407,17:11:35,17:16:08,17:12:43,17:12:48,17:15:51,183.0,0
22408,17:12:03,17:12:37,,,,,0
22409,17:12:24,17:18:02,17:13:33,17:13:33,17:17:34,241.0,1
22410,17:12:36,17:13:04,,,,,0
22411,17:12:49,17:17:47,17:13:56,17:13:56,17:17:36,220.0,0
22412,17:14:03,17:16:30,17:15:09,17:15:09,17:16:15,66.0,1
22413,17:14:08,17:21:44,17:14:42,17:14:42,17:21:44,422.0,0
22414,17:14:15,17:17:48,17:14:21,17:14:21,17:17:46,205.0,1
22415,17:14:21,17:16:33,17:15:25,17:15:25,17:16:30,65.0,0
22416,17:15:40,17:24:42,17:16:12,17:16:12,17:24:42,510.0,0
22417,17:17:03,17:17:55,,,,,0
22418,17:17:48,17:18:23,,,,,0
22419,17:17:56,17:21:54,17:19:04,17:19:09,17:21:11,122.0,0
22420,17:18:02,17:18:45,,,,,0
22421,17:18:57,17:23:04,17:19:30,17:19:30,17:23:04,214.0,0
22422,17:19:14,17:21:27,17:20:22,17:20:22,17:21:26,64.0,0
22423,17:19:18,17:25:27,17:20:23,17:20:23,17:24:40,257.0,0
22424,17:20:48,17:23:12,17:21:19,17:21:19,17:23:12,113.0,0
22425,17:21:05,17:29:09,17:22:14,17:22:14,17:29:07,413.0,1
22426,17:21:44,17:28:29,17:22:24,17:22:29,17:28:07,338.0,0
22427,17:22:08,17:26:01,17:23:13,17:23:13,17:25:28,135.0,0
22428,17:22:27,17:25:34,17:23:36,17:23:36,17:25:07,91.0,0
22429,17:23:04,17:31:58,17:24:12,17:24:12,17:31:05,413.0,0
22430,17:23:47,17:28:50,17:24:55,17:24:55,17:28:46,231.0,1
22431,17:26:12,17:31:20,17:27:21,17:27:21,17:30:38,197.0,0
22432,17:26:48,17:29:59,17:27:55,17:27:55,17:29:56,121.0,1
22433,17:27:24,17:33:32,17:28:01,17:28:01,17:33:00,299.0,0
22434,17:28:00,17:33:29,17:29:08,17:29:13,17:33:28,255.0,0
22435,17:28:09,17:35:14,17:29:18,17:29:18,17:34:35,317.0,0
22436,17:29:12,17:29:28,,,,,0
22437,17:34:32,17:38:15,17:35:37,17:35:37,17:38:15,158.0,0
22438,17:34:41,17:36:03,,,,,0
22439,17:34:59,17:36:09,17:35:01,17:35:01,17:36:09,68.0,1
22440,17:36:07,17:40:11,17:37:15,17:37:15,17:39:46,151.0,0
22441,17:36:14,17:36:38,,,,,0
22442,17:36:43,17:37:24,,,,,0
22443,17:37:06,17:38:44,,,,,0
22444,17:37:32,17:37:48,,,,,0
22445,17:37:53,17:38:02,,,,,0
22446,17:38:08,17:38:21,,,,,0
22447,17:38:26,17:38:55,,,,,0
22448,17:39:33,17:48:11,17:40:09,17:40:29,17:47:35,426.0,0
22449,17:40:47,17:57:03,17:41:36,17:41:36,17:57:03,927.0,0
22450,17:40:50,17:48:39,17:41:22,17:41:22,17:48:39,437.0,0
22451,17:41:05,17:43:02,17:42:11,17:42:11,17:43:02,51.0,0
22452,17:42:24,17:46:00,17:43:30,17:43:35,17:46:00,145.0,1
22453,17:42:35,17:45:47,17:43:15,17:43:15,17:45:47,152.0,1
22454,17:43:44,17:44:15,,,,,0
22455,17:43:54,17:56:39,17:44:27,17:44:27,17:56:35,728.0,0
22456,17:45:15,17:47:38,17:45:28,17:45:28,17:47:38,130.0,0
22457,17:46:21,17:53:38,17:47:26,17:47:29,17:53:38,369.0,0
22458,17:46:36,17:49:27,17:47:44,17:47:44,17:48:50,66.0,0
22459,17:46:42,17:55:53,17:47:48,17:47:48,17:55:38,470.0,0
22460,17:48:25,17:58:21,17:49:33,17:49:33,17:58:21,528.0,0
22461,17:48:53,17:53:27,17:50:03,17:50:08,17:53:26,198.0,0
22462,17:52:04,18:01:53,17:53:11,17:53:11,18:01:14,483.0,1
22463,17:52:19,17:56:40,17:52:51,17:52:51,17:56:40,229.0,1
22464,17:52:40,17:56:05,17:53:48,17:53:48,17:56:04,136.0,1
22465,17:52:46,17:58:18,17:53:50,17:53:50,17:57:38,228.0,1
22466,17:53:20,18:08:10,17:54:31,17:54:51,18:07:43,772.0,0
22467,17:53:42,17:57:10,17:54:50,17:54:55,17:57:10,135.0,0
22468,17:55:31,18:01:02,17:56:06,17:56:06,18:00:44,278.0,0
22469,17:55:55,18:01:53,17:56:39,17:56:39,18:01:33,294.0,0
22470,17:56:19,17:57:06,,,,,0
22471,17:56:22,18:00:56,17:57:27,17:57:27,18:00:35,188.0,0
22472,17:56:50,18:01:23,17:57:23,17:57:26,18:01:23,237.0,0
22473,17:57:14,17:57:37,,,,,0
22474,17:57:14,17:57:44,,,,,0
22475,17:57:49,17:58:10,,,,,0
22476,17:58:15,18:08:23,17:59:09,17:59:09,18:07:49,520.0,1
22477,17:58:54,18:05:16,17:59:59,18:00:04,18:04:36,272.0,0
22478,17:59:02,18:03:23,18:00:10,18:00:10,18:03:16,186.0,0
22479,18:00:33,18:01:10,,,,,0
22480,18:01:02,18:06:56,18:02:08,18:02:08,18:06:38,270.0,1
22481,18:01:03,18:03:49,18:01:52,18:01:52,18:03:49,117.0,0
22482,18:01:06,18:01:45,,,,,0
22483,18:01:37,18:06:21,18:02:10,18:02:10,18:05:52,222.0,1
22484,18:02:51,18:05:42,18:03:18,18:03:18,18:04:31,73.0,1
22485,18:03:00,18:08:32,18:04:08,18:04:08,18:07:53,225.0,1
22486,18:03:57,18:08:44,18:05:06,18:05:09,18:08:43,214.0,0
22487,18:04:14,18:08:08,18:05:21,18:05:21,18:07:36,135.0,1
22488,18:04:21,18:05:32,,,,,0
22489,18:04:25,18:07:18,18:05:33,18:05:33,18:07:02,89.0,0
22490,18:06:02,18:10:11,18:07:06,18:07:06,18:10:00,174.0,0
22491,18:06:05,18:10:46,18:07:10,18:07:10,18:10:46,216.0,0
22492,18:07:08,18:10:32,18:08:18,18:08:18,18:10:32,134.0,1
22493,18:07:24,18:13:48,18:08:33,18:08:33,18:13:06,273.0,0
22494,18:07:32,18:08:32,,,,,0
22495,18:07:37,18:17:08,18:08:08,18:08:08,18:17:06,538.0,0
22496,18:08:45,18:09:31,,,,,0
22497,18:09:41,18:13:24,18:10:50,18:10:50,18:12:54,124.0,0
22498,18:09:58,18:15:04,18:11:05,18:11:05,18:14:35,210.0,0
22499,18:10:19,18:12:48,18:10:51,18:10:51,18:12:29,98.0,1
22500,18:10:27,18:17:24,18:11:37,18:11:40,18:16:47,307.0,1
22501,18:10:31,18:13:51,18:11:39,18:11:39,18:13:10,91.0,0
22502,18:10:57,18:15:31,18:12:06,18:12:06,18:15:08,182.0,0
22503,18:11:52,18:14:08,18:13:00,18:13:00,18:14:07,67.0,1
22504,18:11:58,18:18:05,18:13:05,18:13:05,18:17:35,270.0,0
22505,18:12:21,18:13:15,,,,,0
22506,18:12:50,18:15:53,18:13:30,18:13:30,18:15:13,103.0,0
22507,18:14:45,18:18:13,18:15:07,18:15:07,18:17:42,155.0,0
22508,18:15:28,18:17:07,18:15:28,18:15:28,18:17:07,99.0,0
22509,18:15:33,18:15:34,,,,,0
22510,18:17:14,18:17:36,18:17:14,18:17:14,18:17:36,22.0,0
22511,18:17:57,18:18:37,,,,,0
22512,18:18:09,18:18:42,18:18:10,18:18:10,18:18:42,32.0,0
22513,18:18:23,18:21:31,18:19:32,18:19:32,18:21:29,117.0,0
22514,18:18:50,18:19:36,,,,,0
22515,18:18:57,18:19:23,18:18:57,18:18:57,18:19:23,26.0,0
22516,18:19:40,18:23:01,18:20:47,18:20:50,18:22:44,114.0,0
22517,18:19:46,18:20:49,,,,,0
22518,18:20:22,18:21:41,,,,,0
22519,18:21:35,18:25:43,18:22:43,18:22:43,18:25:42,179.0,0
22520,18:24:36,18:30:09,18:25:41,18:25:41,18:30:04,263.0,1
22521,18:25:42,18:29:32,18:26:50,18:26:50,18:29:01,131.0,0
22522,18:26:58,18:32:14,18:28:06,18:28:06,18:31:32,206.0,0
22523,18:27:33,18:30:49,18:28:41,18:28:41,18:30:48,127.0,0
22524,18:28:27,18:33:37,18:29:34,18:29:34,18:33:08,214.0,1
22525,18:28:56,18:32:09,18:30:03,18:30:03,18:31:36,93.0,1
22526,18:29:30,18:31:51,18:30:37,18:30:37,18:31:46,69.0,1
22527,18:29:56,18:32:35,18:31:03,18:31:03,18:32:32,89.0,0
22528,18:30:17,18:35:47,18:31:24,18:31:27,18:35:46,259.0,0
22529,18:30:48,18:35:37,18:31:17,18:31:17,18:35:33,256.0,0
22530,18:31:22,18:38:02,18:32:31,18:32:31,18:37:16,285.0,1
22531,18:31:37,18:34:10,18:32:19,18:32:19,18:34:10,111.0,0
22532,18:31:40,18:38:07,18:32:49,18:32:49,18:37:22,273.0,1
22533,18:32:21,18:35:00,18:33:29,18:33:29,18:34:31,62.0,0
22534,18:32:51,18:34:23,,,,,0
22535,18:35:03,18:39:19,18:36:09,18:36:09,18:39:01,172.0,0
22536,18:35:17,18:39:00,18:36:25,18:36:25,18:38:23,118.0,0
22537,18:37:29,18:50:38,18:38:36,18:38:36,18:50:38,722.0,0
22538,18:37:37,18:41:21,18:38:43,18:38:43,18:40:54,131.0,1
22539,18:37:39,18:41:17,18:38:27,18:38:27,18:40:51,144.0,0
