id,text,label
22464,Когда будет безлимитный интернет ,Мобильные услуги
22465,Тарифи,FAQ - тарифы и услуги
22466,Интенет тариф ,мобильная связь - тарифы
22467,сом тариф,FAQ - тарифы и услуги
22468,как отключить тариф,FAQ - тарифы и услуги
22469,как перейти на тариф  за ,мобильная связь - тарифы
22470,тариф,мобильная связь - тарифы
22471,тариф,мобильная связь - тарифы
22472,Код тариф,мобильная связь - тарифы
22473,Вы сможете проверить у меня какой тариф,FAQ - тарифы и услуги
22474,Можно тарифы,FAQ - тарифы и услуги
22475,Тариф для а,FAQ - тарифы и услуги
22476,тариф,мобильная связь - тарифы
22477,Кокой тариф выбрат,тарифы - подбор
22478,как использовать дополнительный  сом которые мне дали на 7дней,Баланс
22479,Почему мне не выдается бесплатный пакет минут и смс в тарифе тариф ,тарифы - подбор
22480,Мне нужен именно этот тариф ,FAQ - тарифы и услуги
22481,Мне не дают минуты в тарифе тариф за 6х,мобильная связь - тарифы
22482,Тариф за сом,FAQ - тарифы и услуги
22483,как перейти на тариф,мобильная связь - тарифы
22484,Поддерживает ли мой телефон 4g интернет? ,Мобильный интернет
22485,Мой тариф,FAQ - тарифы и услуги
22486,как сделать номер скрытым,FAQ - тарифы и услуги
22487,какие тарифы есть,FAQ - тарифы и услуги
22488,Изменить тариф ,FAQ - тарифы и услуги
22489,как узнать тариф,FAQ - тарифы и услуги
22490,как переходит тариф  за сомов,мобильная связь - тарифы
22491,как подключить интернет на 1 час? ,Мобильный интернет
22492,Интернет услуга у меня заканчивается лимит после :,Мобильные услуги
22493,Сменить номер,SIM-карта и номер
22494,как я могу узнать до сегодниячний дней от звонки?,Баланс
22495,какие абонентское услуги взяли  сом ,Мобильные услуги
22496,какой тариыный план 2гб в неделю за  сом ,мобильная связь - тарифы
22497,Мой тариф,FAQ - тарифы и услуги
22498,как отключить услугу сом,FAQ - тарифы и услуги
22499,как подключить услугу тариф,мобильная связь - тарифы
22500,Почему у меня забрали интернет трафик тариф,мобильная связь - тарифы
22501,Сегодня дарит бесплатный звонки за рубежом это правда,Роуминг
22502,Не вижу в приложении баланса разговора и смс,Мобильные услуги
22503,А где у вас личный кабинет  ,Личный кабинет
22504,На главном меню не отоброжается остаток минут и смс,Баланс
22505,Личный кабинет ,Личный кабинет
22506,Изменили мой тариф?,FAQ - тарифы и услуги
22507,какие новые тарифы есть,FAQ - тарифы и услуги
22508,как отключить безлимитный интернет,Мобильный интернет
22509,как отключить тариф на интернет,FAQ - тарифы и услуги
22510,"У меня тариф , обычно я получал 14 Гб на неделю. Сегодня получил тарифго лмшь 4  Гб почему?",мобильная связь - тарифы
22511,как проверит пакет,Баланс
22512,тариф барбы,мобильная связь - тарифы
22513,Я хочу тариф,тарифы - подбор
22514,как узнать свой номер,SIM-карта и номер
22515,"Мой номер телефона не киргизский, а казахский",SIM-карта и номер
22516,какие тарифы есть на интернет?,мобильная связь - тарифы
22517,тариф //120,мобильная связь - тарифы
22518, /70/1,мобильная связь - тарифы
22519,Уменя нет  пакет,Мобильные услуги
22520,как настроить интернет вручную,FAQ - интернет
22521,как можно сменит текущий тариф на новый тариф,мобильная связь - тарифы
22522,тариф,мобильная связь - тарифы
22523,тариф,мобильная связь - тарифы
22524,Почему не активизируется интернет в Сим карте номер,SIM-карта и номер
22525,Настроить интернет,Мобильный интернет
22526,Настройка интернета,Мобильный интернет
22527,Ручная настройка интернета,FAQ - интернет
22528,В тарифе тариф были изменения?,мобильная связь - тарифы
22529,,мобильная связь - тарифы
22530,У меня нет друзей:(,Мобильные услуги
22531,как можно будет узнать свой тариф???,FAQ - тарифы и услуги
22532,выбор номера,SIM-карта и номер
22533,как подлючить роуминг ,Роуминг
22534,как можно отключить услугу услуга,Мобильные услуги
22535,как можно отключить услугу услуга ,Мобильные услуги
22536,Пржалуйста на маем тарифном плане внутри сети вне сети смс и звонки по скольки сому?,FAQ - интернет
22537, какой у меня тарифный план?,FAQ - тарифы и услуги
22538,В нутри сети  звонки и смс на тарифе тариф,мобильная связь - тарифы
22539,как пополнить баланс другого телефона? Через приложение,Оплата
22540,самый выгодный тариф в юге страны как для интернета так и для разговоров,FAQ - интернет
22541,расскажите про тариф,мобильная связь - тарифы
22542,нужен телефон ,Устройства
22543,номер какой тариф,FAQ - тарифы и услуги
22544,Нужен тариф без интернета только для связи в сети и в не мети,FAQ - интернет
22545,видео портал,Мобильные услуги
22546,тариф,мобильная связь - тарифы
22547,тариф,мобильная связь - тарифы
22548,тариф ,мобильная связь - тарифы
22549,тариф,мобильная связь - тарифы
22550, ,мобильная связь - тарифы
22551,тариф ,мобильная связь - тарифы
22552, ,мобильная связь - тарифы
22553,тариф,мобильная связь - тарифы
22554,тариф,мобильная связь - тарифы
22555,тариф,мобильная связь - тарифы
22556,Можно с тарифа Тариф переходит на тариф ,мобильная связь - тарифы
22557,тариф,мобильная связь - тарифы
22558,выбор номера,SIM-карта и номер
22559,как изменить номер,SIM-карта и номер
22560,Цена смартфона?,Устройства
22561,как пополнить баланс в другой стране,Роуминг
22562,Я вот хотел бы поменять этот номер на свой старый возможно ли это ? Или купить новую сим карту со старым номером ,SIM-карта и номер
22563,Я хочу поменять номер на свой  тарый номер ,Оплата
22564,тариф жонундо,мобильная связь - тарифы
22565,Нужен WiFi ,Устройства
22566,Мне нужен Юсб  модем,Устройства
22567,я нашот торифа,FAQ - тарифы и услуги
22568,для интернета какой тариф харгородий,тарифы - подбор
22569,Можно определить местонахождение абонента по номеру мобильного телефона,FAQ - тарифы и услуги
22570,Сколько стоит переключение на тариф  ,мобильная связь - тарифы
22571, можно сделать с : до 3:,Мобильные услуги
22572,Не отправляются смс,Мобильные услуги
22573,Здравствуйте!Я не могу оплатить комунальные услуги.Пишет что платёж не возможен городибка поставщика услуг.,Мобильные услуги
22574,такой вопрос: какой тариф только для разговоров внутри сети,FAQ - интернет
22575,Состояние счета (номер телефона) номер,Баланс
22576,Здравствуйте я в Москве как надо перевести единицы ,Оплата
22577,ссылку на автонастройки интернета отправьте ,FAQ - интернет
22578,,мобильная связь - тарифы
22579,тариф месяц,мобильная связь - тарифы
22580,Я нахожусь в России умения Роменг работает не правильно ,Роуминг
22581,Добрый день. Меня интересует услуга услуга,FAQ - интернет
22582,какие тролейбусы можно оплачивать через баланс,Оплата
22583,"Добрый день! Хотел восстановить симку, где это можно сделать?",SIM-карта и номер
22584,"тариф Планшет,",мобильная связь - тарифы
22585,какой тарифный план самый выгодный,тарифы - подбор
22586,"Дело в том, что сим карта мамы не поддерживает 4G, я бы хотел ей заменить сим карту без ее участие, потому что ей тяжело ходить",Мобильный интернет
22587,"Чтобы заменить старую сим карту на новую с поддержкой 4G, обязательно ли присутствие человека на кого оформлен номер?",SIM-карта и номер
22588,добрый день. как узнать сколько у меня единиц осталось на телефоне?,Баланс
22589,выбор номера,SIM-карта и номер
22590,выбор номера,SIM-карта и номер
22591,как перейти на  сомный тариф ,FAQ - тарифы и услуги
22592,Мобильный перевод,Мобильные услуги
22593,как деньги перевести в гб,Оплата
22594,как узнать на кого зарагистрирован мой номер,SIM-карта и номер
22595,услуга услугу как подключить,Мобильные услуги
22596,Мне надо настройки интернет на планшет Digma,Мобильный интернет
22597,как подключить тариф,мобильная связь - тарифы
22598,тариф,мобильная связь - тарифы
22599,как отключить интернет пакеты онлайн,Мобильный интернет
22600,тариф,мобильная связь - тарифы
22601,тариф ,мобильная связь - тарифы
22602,проверить какой у меня тарифный план,FAQ - тарифы и услуги
22603,Тариф '',мобильная связь - тарифы
22604,как подключить айфон 5 к интернету,Мобильный интернет
22605,,Мобильные услуги
22606,,Мобильные услуги
22607,настройки интернета,Мобильный интернет
22608,можно узнать о регистрации номера на владельца ,SIM-карта и номер
22609,узнать о владельце номера,SIM-карта и номер
22610,"почему не проходят звоники на мой номер номер номер, идет ответ:'непрвильно набран номер'",SIM-карта и номер
22611,"мне на мой номер звонят и не дозваниваются люди, мой номер ",SIM-карта и номер
22612,"услуга . Подскажите, хочу подключить роуминг. Что для этого нужно? я",Роуминг
22613,Сейчас для подключения роуминга нет необходимости держать на балансе определенную сумму?,Мобильные услуги
22614,как отключить платные услуги,Мобильные услуги
22615,Что надо набирать,Мобильные услуги
22616,здравствуйте не подскажете как настроить точку доступа (apn),Мобильный интернет
22617,любимый номер,Мобильные услуги
22618,звонки в россию,Мобильные услуги
22619,выгодный тариф для пенсионеров,тарифы - подбор
22620,О тарифе  ,мобильная связь - тарифы
22621,где можно посмотреть вип номера?,FAQ - тарифы и услуги
22622,как можно купить вип номер,FAQ - тарифы и услуги
22623,на каком основании меняются условия тарифного плана,FAQ - тарифы и услуги
22624,Бесплатный переход на тариф,FAQ - тарифы и услуги
22625,Мобильный перевод,Мобильные услуги
22626,как проверить тариф,FAQ - тарифы и услуги
22627,Звонки в Казахстан,FAQ - тарифы и услуги
22628,Ip звонки,Мобильные услуги
22629,Хочу попенять свой тариф ,FAQ - тарифы и услуги
22630,Нужен тариф для интернета ,FAQ - интернет
22631,у меня тариф,мобильная связь - тарифы
22632,тарифный план тариф,мобильная связь - тарифы
22633,какие тарифные планы открыты?,FAQ - тарифы и услуги
22634,установить мелодию,Мобильные услуги
22635,как установить на услуга свою мелодию,Мобильные услуги
22636,Подскажите мне плиз где я могу индентифицироватьороделек тариф,Мобильные услуги
22637,на номер положила 1 сом номер а в балансе остался  сом,Мобильные услуги
22638,почему за что  сом взяли или за какие услуги,Мобильные услуги
22639,за какую услуги удержали  сом,Баланс
22640,тариф,мобильная связь - тарифы
22641,меня интересует услуга роуминг,Мобильные услуги
22642,"Скажите, пожалуйста, на какой срок выдается доверительный платеж?",Мобильные услуги
22643,"у вас есть номера которые идут как фиксированные,но для мобильных аппаратов?",Устройства
22644,как узнать остаток тарифа тариф ?,мобильная связь - тарифы
22645,Звонки в россию,Мобильные услуги
22646,как я могу включить роуминг за рубежом?,FAQ - тарифы и услуги
22647,какой тариф мне выбрать для интернета,тарифы - подбор
22648,сколь сомов в месяц получится,Баланс
22649,как отключить тариф,FAQ - тарифы и услуги
22650,тариф,мобильная связь - тарифы
22651,"Я подключила безлимитный интернет ,но когда я включаю мобильные данные уходят или единицы",Баланс
22652,как посмотреть список свободных номеров,SIM-карта и номер
22653,Мне нужен только дневные тарифы на месяц,мобильная связь - тарифы
22654,Мне нужен только дневной тариф а не тариф,FAQ - тарифы и услуги
22655,добрый день! я на выходные буду на иссык-куле и мне нужен интернет тарифго на 2дня. какой тариф вы можете предложить?,тарифы - подбор
22656,хочу узнать по своему номеру номер. почему снимается суммы больше оплаты за пакеты. я никуда не звоню.Только внутри сети,Баланс
22657,как перейти на русский язык обения в телефоне,FAQ - тарифы и услуги
22658,хочу пояснения по тарифному плану тариф ,мобильная связь - тарифы
22659,тариф ,мобильная связь - тарифы
22660,как проверить тариф?,FAQ - тарифы и услуги
22661,у кого уточнить за что сняли  оплаты?,Баланс
22662,мне нужна консультация по тариф ,мобильная связь - тарифы
22663,Здравствуйте я бы хотела узнать о бесплатных международных звонках на майские праздники ,Баланс
22664,Могу я узнать самые выгодные тарифы на интернет какие? ,FAQ - интернет
22665,тариф в неделю или в месяц ,мобильная связь - тарифы
22666,тариф  в месяц или неделю,мобильная связь - тарифы
22667,как перевести пополнить балас с одного номера на другой?,Оплата
22668,Ручная настройка интернета,FAQ - интернет
22669,тариф,мобильная связь - тарифы
22670,Здр. Хочу подключить услугу кто звонил,Мобильные услуги
22671,как сменить номер,SIM-карта и номер
22672,Тариф без абонентской платы,тарифы - подбор
22673,Можно перейти на тариф 'тариф '?,мобильная связь - тарифы
22674,тариф,мобильная связь - тарифы
22675,Тариф    сколько выдается минут внутри сети бесплатно ,тарифы - подбор
22676,Я городибочно пополнил свой баланс,Баланс
22677,Поддерживает ли мой телефон 4g интернет? ,Мобильный интернет
22678,услуга,Мобильные услуги
22679,Здравствуйте. Действителен ли еще пакет Тариф?,мобильная связь - тарифы
22680,А можно оплату по неделям?,Оплата
22681,какой тариф выбрать?,тарифы - подбор
22682,как отключить платные услуги,Мобильные услуги
22683,мой оператор оператор,Личный кабинет
22684,как проверить дополнительный пакет интернета,Баланс
22685,"Скажите пожалуйста, какой тарифный план у меня?",FAQ - тарифы и услуги
22686,Можете предложить свободные номера,SIM-карта и номер
22687,а правда что сегодня ещё в Казахстан можно бесплатно позвонить?,FAQ - тарифы и услуги
22688,как узнать остаток пакета,Баланс
22689,,мобильная связь - тарифы
22690,,мобильная связь - тарифы
22691, ,мобильная связь - тарифы
22692,как можно разблокировать оператор pro 4,Устройства
22693,А на тарифе тариф  теперь безлимитный интернет услугаю?,мобильная связь - тарифы
22694,как сделать номер скрытым,FAQ - тарифы и услуги
22695,стоимость тарифа тариф,мобильная связь - тарифы
22696,Я уже подключена на тариф,мобильная связь - тарифы
22697,Говорю я пользуюсь тарифом тариф но сейчас загрузила единицы но не подключается,мобильная связь - тарифы
22698,как обменять баллы с оператор бонуса?,FAQ - тарифы и услуги
22699,Мой тариф,FAQ - тарифы и услуги
22700,какие есть тарифы? ,FAQ - тарифы и услуги
22701,Хочу узнать какие услуги подключены на моём номере?,FAQ - тарифы и услуги
22702,Я хочу отключить тариф платные услуги на моём номере?,FAQ - тарифы и услуги
22703,Тариф 0 длях ,FAQ - тарифы и услуги
22704,здравстуйте. видела тариф в неделя  сом. на сайте ненайду . как можно на него подключиться и узнать  условия?,FAQ - тарифы и услуги
22705,Детализации баланса тариф ,мобильная связь - тарифы
22706,какой тариф,FAQ - тарифы и услуги
22707,тариф,мобильная связь - тарифы
22708,"у меня уже есть архивный тариф, меня интересует, сколько я плачу  минуту разговора?",тарифы - подбор
22709,тариф.,мобильная связь - тарифы
22710,как узнать свой тариф?,FAQ - тарифы и услуги
22711,Отправила SMS.  НАПИСАЛИ СБОЙ SMS.,Мобильные услуги
22712,как позванить зарубежом с акцией,Роуминг
22713,тариф как отключит ,Мобильные услуги
22714,действует ли тариф,мобильная связь - тарифы
22715,какой тариф лучший для интернета и звонков ,тарифы - подбор
22716,а тариф,мобильная связь - тарифы
22717,какой лучше тариф или тариф,мобильная связь - тарифы
22718,Отправьте ко для 4G,Мобильный интернет
22719,тариф код,мобильная связь - тарифы
22720,как отключить услугу услуга,Мобильные услуги
22721,как подключить тариф безлимитный  сом в неделю?,FAQ - интернет
22722,интернет тарифы,мобильная связь - тарифы
22723,тариф,мобильная связь - тарифы
22724,Почему в тарифе тариф убрали тариф 5гб интернета,мобильная связь - тарифы
22725,как можно отключить услугу услуга ,Мобильные услуги
22726,самый дешевый тариф,тарифы - подбор
22727,,мобильная связь - тарифы
22728,тариф,мобильная связь - тарифы
22729,тариф,мобильная связь - тарифы
22730,абсалютно бесплатные тарифы есть,мобильная связь - тарифы
22731,Кахой тариф,мобильная связь - тарифы
22732,услуга хочу на тариф  по который тариф по  5тийин,мобильная связь - тарифы
22733,хочу на тариф по который тариф по 5-тийин,мобильная связь - тарифы
22734,хочу на тариф ,мобильная связь - тарифы
22735,тарифы кандай,мобильная связь - тарифы
22736,Подобрать тариф,тарифы - подбор
22737,услуга,мобильная связь - тарифы
22738,услуга,мобильная связь - тарифы
22739,услуга,мобильная связь - тарифы
22740,услуга,мобильная связь - тарифы
22741,услуга,мобильная связь - тарифы
22742,услуга,мобильная связь - тарифы
22743,услуга,мобильная связь - тарифы
22744,В каком тарифе абонентская плата  сом за неделю,тарифы - подбор
22745,услуга. как подключить 1гигабайт интернет траффик ,Мобильные услуги
22746,Здравствуйте! Вчера купила пустой сим карту что бы восстановить номер.... Антена не входит че делать?,SIM-карта и номер
22747, как подключить тариф?,мобильная связь - тарифы
22748,тариф,мобильная связь - тарифы
22749, отображается,Мобильный интернет
22750,Здравствуйте я подключилась тариф  моё 3 и теперь я не могу не кому позвонить мне отвечают при звонке что данный вид связи не доступен хотя у меня 1рублей на счету ,мобильная связь - тарифы
22751,тариф ккп которуу керек,мобильная связь - тарифы
22752,Можно ли купить пакет минут,мобильная связь - тарифы
22753,Купить пакет минут,мобильная связь - тарифы
22754,как возобновить мой тариф,FAQ - тарифы и услуги
22755,Незнаю новый номер,SIM-карта и номер
22756,"Здравствуйте,а в услуге тариф больше нет 2 бесплатных минут??",мобильная связь - тарифы
22757,То есть теперь внутри сети при тарифе тариф лимита нет?,мобильная связь - тарифы
22758,Остаток минуты не могу посмотреть в приложении,Баланс
22759,как настроить интернет,Мобильный интернет
22760,настройки по USSD запросу,Мобильный интернет
22761,настройки по USSD запросу,Мобильный интернет
22762,"услуга Имя, в коком разделе могу проверит зызовы в приложение?",Личный кабинет
22763,Мой номер,SIM-карта и номер
22764,как отключить услуги подключенные,Мобильные услуги
22765,Есть тартф тариф  сом в недлю?,мобильная связь - тарифы
22766,На тарифе  за  разговоры безлимитные?,мобильная связь - тарифы
22767,Подобрать тариф,тарифы - подбор
22768,тарифы,мобильная связь - тарифы
22769,таифы,мобильная связь - тарифы
22770,Подобрать тариф,тарифы - подбор
22771,Подобрать тариф,тарифы - подбор
22772,услуга,мобильная связь - тарифы
22773,как подключить 4g,Мобильный интернет
22774,4g,Мобильный интернет
22775,как подключить 4g,Мобильный интернет
22776,пререйте новою тариф,мобильная связь - тарифы
22777,как подключить невыходя из дома 4g,Мобильный интернет
22778,как перейти на тариф,мобильная связь - тарифы
22779,тариф команда какая ,мобильная связь - тарифы
22780,как узнать о регистрации,Личный кабинет
22781,Другие тарифы покажи,мобильная связь - тарифы
22782,Подобрать тариф,тарифы - подбор
22783,А за  сом есть тариф,мобильная связь - тарифы
22784, ,мобильная связь - тарифы
22785,как взять долг,Мобильные услуги
22786,Почему уменьшается баланс.,Баланс
22787,Почему уменьшается баланс.,Баланс
22788,как отключить услугу услуга?,Мобильные услуги
22789,тариф на месяц,мобильная связь - тарифы
22790,Интернет день услуга,FAQ - тарифы и услуги
22791,День услуга интернет,Мобильные услуги
22792,"По бонусам ещё 21 сом., а внутри сети уже снимаете со счета. Почему?",Баланс
22793,Мобильный перевод,Мобильные услуги
22794,Мобильный перевод,Мобильные услуги
22795,услуга,Мобильные услуги
22796,услуга,Мобильные услуги
22797,Доверительный платеж,Мобильные услуги
22798,SOS пополни мой счет,Мобильные услуги
22799,"как перейти на тарифы ""тариф""",мобильная связь - тарифы
22800,команда пепехода на тарифы тариф,мобильная связь - тарифы
22801,,мобильная связь - тарифы
22802,доверителни платеж просит можна,Мобильные услуги
22803,Тарифы,мобильная связь - тарифы
22804,тарифы,мобильная связь - тарифы
22805,Сколько стоит званки по Узбекистан,FAQ - тарифы и услуги
22806,Хотела узнать куда списались ден. средства ,Баланс
22807,Тарифы без абонплаты,тарифы - подбор
22808,«тариф»,мобильная связь - тарифы
22809,Трифы,мобильная связь - тарифы
22810,Подобрать тариф,тарифы - подбор
22811,ТариФы без абонплаты,тарифы - подбор
22812,тариф,мобильная связь - тарифы
22813,как снять с номера оператор деньги ,Мобильные услуги
22814,как переходить тариф,мобильная связь - тарифы
22815, на месяц,мобильная связь - тарифы
22816,Интернет услуга,Мобильные услуги
22817,тариф,мобильная связь - тарифы
22818, на месяц,мобильная связь - тарифы
22819,/тариф/,мобильная связь - тарифы
22820,как снять деньги с номера оператор ,Мобильные услуги
22821,Проверить телефон на 4G интернет,Мобильный интернет
22822,настройки по USSD запросу,Мобильный интернет
22823,настройки по USSD запросу,Мобильный интернет
22824,как активировать услугу тариф,Мобильные услуги
22825,Сколько МБ дают в тарифе тариф,мобильная связь - тарифы
22826,ГБ на тариф сети в тарифе тариф?,мобильная связь - тарифы
22827,Мой тариф,FAQ - тарифы и услуги
22828,Поддерживает ли 4g интернет в селе Чимген?,Мобильный интернет
22829,Робот не может быть женщиной,Мобильные услуги
22830,тариф,мобильная связь - тарифы
22831,Почему не работает команда ,Мобильные услуги
22832,Мой тариф,FAQ - тарифы и услуги
22833,Перевод баланса на другой номер,Оплата
22834,тариф,мобильная связь - тарифы
22835,И тариф чтоли,мобильная связь - тарифы
22836,Пака моя любовь,Мобильные услуги
22837,какие тарифы  бесплатно ,тарифы - подбор
22838,тариф на  тоже ,мобильная связь - тарифы
22839,"Здравствуйте Имя! как я могу перейти на тариф ""тариф"" на ?",мобильная связь - тарифы
22840,номер это какой тариф,мобильная связь - тарифы
22841,Скинь настройки мобильной сети,Мобильный интернет
22842,Скинь настройки смс,Мобильный интернет
22843,Сама скигь на мой номер ,SIM-карта и номер
22844,Скинь настройки точки домтупа,Мобильный интернет
22845,Настройка точки доступа скинь сюда.,Мобильный интернет
22846,тариф скинь,мобильная связь - тарифы
22847,Тариф лехко код ест,мобильная связь - тарифы
22848, во сколько начнеться,FAQ - тарифы и услуги
22849,в тарифе тариф   сколько начнеться,Мобильные услуги
22850,Поддерживает ли моя сим карта 4G?,Мобильный интернет
22851,как сменить номер?,SIM-карта и номер
22852,услуга ,Мобильные услуги
22853,Можна тариф,мобильная связь - тарифы
22854,тариф,мобильная связь - тарифы
22855,тариф,мобильная связь - тарифы
22856,Можете включить музыку на услуга,Мобильные услуги
22857,как зарегестрироваться в вашем приложении,Личный кабинет
22858,Тарифы,мобильная связь - тарифы
22859, ат ,мобильная связь - тарифы
22860,Сколько осталось мб,Баланс
22861,как проверить баланс,Баланс
22862,,мобильная связь - тарифы
22863,Не могу зайти в свой личный кабинет,Личный кабинет
22864,*0000#,Мобильные услуги
22865,Не могу зайти в личный кабинет мой номер ,Личный кабинет
22866,здравствуйте !я хотела сменить тариф на сомную как я могу сменить .,FAQ - тарифы и услуги
22867,Перевод денег другу,Оплата
22868, как настроить интернет,Мобильный интернет
22869,Ты должен что я попращу ладно скажи мне Ва алейкум тариф скажи и тариф,мобильная связь - тарифы
22870,как я смогу перевести из своего счета другу единицу?,Оплата
22871,тариф,мобильная связь - тарифы
22872,тариф,мобильная связь - тарифы
22873,На тарифе   действует акция мы говорим спасибо?,мобильная связь - тарифы
22874,Хочу узнать о новых тарифов,мобильная связь - тарифы
22875,Подобрать тариф,тарифы - подбор
22876,"Здравствуйте, как узнать активирование интернет пакета тарифь?",Мобильные услуги
22877,как изменить номер,SIM-карта и номер
22878,Имя СКАЖИТЕ ПОЖАЛУЙСТА НОЧ ИНТЕРНЕТ С КАЛЬКИ ДО СКОЛЬКИ БЕСПЛАТНО ,FAQ - тарифы и услуги
22879,как сменить тариф,FAQ - тарифы и услуги
22880,самый подходящий тариф для интернета,тарифы - подбор
22881,тариф,мобильная связь - тарифы
22882,тариф,мобильная связь - тарифы
22883,тариф👍,мобильная связь - тарифы
22884,Куда ушли мои деньги?,Баланс
22885,Скажите пожалуйста есть тарифы для звонков в Россию,FAQ - тарифы и услуги
22886,Хотя есть у меня я вспомнил могу лия поменять код номера на 0000,SIM-карта и номер
22887,как восстановить номер?,SIM-карта и номер
22888,как я могу узнать какими услугами я могу пользоваться?,Мобильные услуги
22889,Мой тариф,FAQ - тарифы и услуги
22890,Сколько стоит роуминг в России?,Роуминг
22891,Тарифный план тариф нужна справку,мобильная связь - тарифы
22892,как я мог пополнит баланс через ЕКО???,Оплата
22893,"Спасибо, но меня тариф интересует так как у меня такого интернете не было давно",мобильная связь - тарифы
22894,какой тариф лучше для интернета???,FAQ - интернет
22895,как можно узнать свой номер?,SIM-карта и номер
22896,тариф понравилось,мобильная связь - тарифы
22897,тариф,мобильная связь - тарифы
22898,как отключить мелодию в кудке,Мобильные услуги
22899,Подскажите пожалуйста мой баланс на телефоне и на мобильномородельке,Баланс
22900,Тарифы интернета,мобильная связь - тарифы
22901,Нужен тариф выгодный для международных звонков и интернета,FAQ - интернет
22902,"Нет,  будет плохо",мобильная связь - тарифы
22903,"Нет, тариф страшно",мобильная связь - тарифы
22904,Пук-пук,SIM-карта и номер
22905,Могу ли я с помощью Вас разговаривать с носителем другого языка?,Мобильные услуги
22906,Нарынская,мобильная связь - зона обслуживания
22907,Баткенская,мобильная связь - зона обслуживания
22908,автомат. настройки,FAQ - интернет
22909,Чёрный список,Мобильные услуги
22910,как отключит тариф  тариф,FAQ - тарифы и услуги
22911,Когдо я выйду из тартфа  тариф я потключус на тариф  это будет без платно ,мобильная связь - тарифы
22912,Интересует тарифы по интернету ,мобильная связь - тарифы
22913,тариф,мобильная связь - тарифы
22914, на месяц,мобильная связь - тарифы
22915,тариф,мобильная связь - тарифы
22916,Безлимитный интернет,Мобильные услуги
22917,Введите свой вопросавто настройка интернета ,Мобильный интернет
22918,как узнать свой тариф,FAQ - тарифы и услуги
22919,мой тариф,мобильная связь - тарифы
22920,днем тоже будет бесплатный интернет или только ночю,FAQ - тарифы и услуги
22921,ну смротрите если я подключаюсь к тарифу  сом днем и ночю интернет будет да бесплатным,мобильная связь - тарифы
22922,Хочу отключить платный тариф амедиятека,FAQ - тарифы и услуги
22923,как узнать свой тариф,FAQ - тарифы и услуги
22924,Услуга к определитель номера сколько ед требуется чтобы подключить,Мобильные услуги
22925,расшифровка потраченных средств,Баланс
22926,Почему я не могу обналичить деньги?,Мобильные услуги
22927,как узнать сколько у меня осталось трафика или мегабайт,Баланс
22928,тариф,мобильная связь - тарифы
22929,интернетке арзан тариф,мобильная связь - тарифы
22930,тариф,мобильная связь - тарифы
22931,как проверить зоны охвата 4g,Мобильный интернет
22932,выбор номера,SIM-карта и номер
22933,"Спасибо, но мне нужно именно поговорить с телефона",Устройства
22934,Линейка тп тариф ,FAQ - интернет
22935,Зохвата,мобильная связь - зона обслуживания
22936,номер телефона  телефон оплачен сохранение номера. как продлить сохранение номера,FAQ - тарифы и услуги
22937,Бонусту ккп шууго откоробуз,мобильная связь - тарифы
22938,Можете предложить тариф только для разговора ,тарифы - подбор
22939,в тарифе тариф  какие условия ,мобильная связь - тарифы
22940,тариф,мобильная связь - тарифы
